Date,Region,Product,Sales,Profit,Quantity,Rating
18-02-2024,West,Product C,507,315,10,3
22-11-2024,East,Product D,-50,133,19,3
13-09-2024,South,Product B,450,434,15,4
11-08-2024,South,Product D,-70,496,15,2.7
20-05-2024,East,Product C,12,473,12,1.4
02-08-2024,West,Product C,384,146,4,1.5
29-07-2024,South,Product B,423,483,12,3.1
13-11-2024,East,Product A,162,483,12,1.4
01-02-2024,West,Product C,-23,92,2,4.8
06-06-2024,East,Product C,71,-43,8,1.6
11-10-2024,South,Product D,406,87,1,2.1
31-10-2024,East,Product C,908,201,14,2.6
12-10-2024,North,Product C,849,242,15,3.4
23-05-2024,East,Product B,781,-3,12,4.8
19-01-2024,North,Product D,254,219,5,4.1
18-01-2024,West,Product C,790,480,6,2.3
13-09-2024,North,Product D,505,-34,11,3.6
18-03-2024,West,Product B,566,-36,9,4.2
23-06-2024,East,Product D,499,472,17,2.6
12-07-2024,North,Product A,846,419,15,1.4
22-04-2024,North,Product B,823,361,5,1.2
23-04-2024,South,Product D,315,494,5,1.4
09-08-2024,East,Product A,848,28,3,3.3
14-06-2024,East,Product D,224,14,5,1.1
14-11-2024,North,Product C,679,-12,6,4
11-05-2024,East,Product D,429,485,14,1.9
20-09-2024,West,Product D,517,275,13,4.9
24-02-2024,East,Product A,548,30,1,4.6
24-12-2024,South,Product A,350,136,15,2.4
10-05-2024,West,Product A,388,380,13,3.2
14-10-2024,South,Product D,59,34,14,4.6
22-09-2024,East,Product B,588,251,19,1.6
31-12-2024,West,Product A,496,401,12,1.2
10-06-2024,South,Product C,213,235,19,1.8
27-03-2024,East,Product D,377,-20,5,2.7
24-02-2024,South,Product D,340,172,18,3.4
14-10-2024,North,Product C,542,364,10,4.9
26-06-2024,West,Product B,534,331,6,4
14-12-2024,South,Product C,793,138,19,1.7
08-01-2024,North,Product D,401,446,14,1.6
16-11-2024,West,Product B,467,195,14,3
08-11-2024,South,Product B,271,111,10,1.3
03-09-2024,West,Product D,580,317,17,1.9
18-11-2024,East,Product A,163,488,9,2.3
11-09-2024,East,Product A,126,404,14,4.8
23-11-2024,North,Product A,295,390,8,2.6
23-02-2024,West,Product C,331,408,15,1.1
05-09-2024,North,Product C,207,190,10,1.8
26-08-2024,East,Product A,554,331,2,3.9
16-08-2024,South,Product B,204,313,6,4.7
07-03-2024,West,Product A,852,112,8,3.9
20-02-2024,North,Product A,734,340,18,4.2
06-04-2024,East,Product C,63,458,3,2.7
01-04-2024,South,Product D,165,371,8,3.7
20-09-2024,East,Product A,933,156,4,3.8
17-10-2024,East,Product B,97,279,6,2
05-04-2024,South,Product C,343,119,19,3.7
28-03-2024,South,Product A,212,307,17,4.2
18-03-2024,West,Product A,832,261,4,2.1
14-10-2024,South,Product D,348,89,5,4.1
29-04-2024,South,Product B,526,232,12,3.5
28-10-2024,East,Product C,779,238,16,4.3
13-06-2024,East,Product C,929,42,18,4
30-06-2024,East,Product B,252,6,9,3.8
10-08-2024,South,Product C,544,40,13,3
06-11-2024,West,Product D,855,109,15,2.1
07-01-2024,East,Product B,-27,432,8,4.1
25-11-2024,East,Product B,108,166,17,4.5
19-09-2024,South,Product C,921,419,8,4.4
09-06-2024,South,Product B,253,229,16,1.2
30-05-2024,North,Product A,298,178,9,2.9
25-03-2024,South,Product D,939,361,4,4
26-05-2024,East,Product A,539,-19,2,2.6
21-04-2024,South,Product A,119,142,13,1
05-02-2024,North,Product C,256,261,11,2
11-10-2024,West,Product A,753,102,3,1.5
06-07-2024,North,Product A,466,316,5,2.6
22-03-2024,West,Product C,933,129,6,2.5
02-01-2024,West,Product B,839,339,12,2.8
29-10-2024,East,Product B,354,79,4,3.7
15-07-2024,South,Product B,230,246,9,1.7
11-01-2024,South,Product B,10,147,7,1.3
21-08-2024,North,Product A,789,186,14,3.9
13-07-2024,South,Product B,849,460,17,3.9
28-04-2024,West,Product B,719,438,16,2.9
20-01-2024,East,Product B,614,396,6,3
17-09-2024,East,Product B,628,350,8,1.3
19-10-2024,West,Product B,728,353,3,2.5
12-09-2024,West,Product D,511,368,12,2
09-08-2024,West,Product B,686,283,3,1
13-08-2024,West,Product B,393,-10,14,2.5
22-02-2024,South,Product A,612,34,1,2
20-12-2024,West,Product B,893,153,8,3.9
07-12-2024,South,Product C,-38,144,11,2
29-12-2024,East,Product B,334,335,11,4.5
06-10-2024,South,Product D,375,110,2,3
21-03-2024,West,Product A,-50,125,16,1.9
20-07-2024,North,Product B,903,427,10,3.1
06-06-2024,North,Product C,336,334,10,3.1
29-04-2024,South,Product A,323,371,1,3
28-02-2024,North,Product D,941,395,10,4.8
02-08-2024,East,Product D,992,338,1,1.6
07-05-2024,South,Product C,175,127,5,3.6
11-08-2024,North,Product A,19,45,10,1.6
27-07-2024,East,Product D,583,316,3,3.5
24-04-2024,South,Product D,492,-19,16,3.3
27-07-2024,South,Product A,-38,170,12,2.6
14-01-2024,South,Product C,106,230,15,3.8
09-01-2024,South,Product B,9,216,9,1.3
09-02-2024,West,Product D,-13,487,7,1.5
24-08-2024,North,Product D,523,57,1,1.5
07-10-2024,South,Product D,829,126,16,4.8
24-12-2024,South,Product D,382,332,5,1.4
19-07-2024,North,Product A,-94,50,10,2.2
02-09-2024,North,Product C,-79,246,4,2
04-10-2024,East,Product C,132,-47,19,3.2
22-08-2024,North,Product B,496,-41,5,4.8
04-01-2024,South,Product A,-100,491,1,2.5
02-06-2024,West,Product D,315,364,6,3.7
29-01-2024,North,Product B,518,124,2,2
18-04-2024,West,Product C,364,43,8,2.4
07-04-2024,South,Product A,648,469,18,1.4
02-08-2024,North,Product D,498,-34,3,1.9
19-10-2024,West,Product C,275,14,7,4.4
15-03-2024,East,Product D,277,180,6,2.3
21-11-2024,East,Product B,656,183,7,4.5
25-05-2024,East,Product B,24,452,5,3.5
07-05-2024,East,Product C,572,311,19,2.9
06-12-2024,West,Product C,457,207,12,2.5
11-02-2024,West,Product D,-88,163,12,1.5
21-12-2024,West,Product A,366,268,7,1.3
10-02-2024,West,Product B,855,-26,8,4.6
03-02-2024,East,Product B,966,119,8,1.5
17-01-2024,West,Product B,293,336,14,3.5
13-06-2024,North,Product C,361,80,12,3.4
01-06-2024,South,Product C,44,401,15,1.6
16-03-2024,North,Product D,602,317,2,1.9
27-03-2024,West,Product D,711,399,2,4.3
26-04-2024,West,Product D,889,459,6,2.5
27-12-2024,East,Product B,3,437,15,4.5
07-12-2024,East,Product C,885,226,9,2.1
27-01-2024,South,Product C,958,302,19,4.5
08-11-2024,East,Product D,718,211,8,1.6
13-10-2024,North,Product C,230,358,17,2.4
13-05-2024,East,Product A,790,380,5,2.7
06-08-2024,East,Product A,203,261,17,2.4
16-06-2024,South,Product A,821,290,12,2
07-04-2024,West,Product C,896,294,3,3
24-09-2024,East,Product A,831,305,2,1.7
24-08-2024,West,Product B,458,7,7,1.7
04-11-2024,North,Product C,299,385,1,2.2
21-06-2024,West,Product D,-57,-1,8,2.4
08-07-2024,East,Product A,75,482,16,3.9
01-05-2024,West,Product A,804,483,1,1.4
15-02-2024,North,Product A,376,176,15,3.5
04-03-2024,East,Product A,249,484,7,3.9
09-05-2024,North,Product C,259,-31,18,2.6
05-11-2024,East,Product D,548,347,5,1.1
28-12-2024,South,Product A,197,-2,17,1.1
11-07-2024,North,Product B,288,94,7,1.3
02-11-2024,East,Product A,107,198,6,2.7
29-06-2024,North,Product C,459,250,8,2.7
18-10-2024,East,Product C,902,105,3,3.6
08-10-2024,South,Product B,302,97,16,2.3
29-01-2024,West,Product D,525,339,15,4.9
28-05-2024,West,Product B,643,110,4,1.7
23-09-2024,South,Product C,-66,221,13,1.7
22-10-2024,South,Product B,916,126,10,4.6
11-01-2024,West,Product C,411,403,10,1
12-06-2024,North,Product D,192,68,13,2.8
22-04-2024,South,Product B,957,402,6,4.2
05-07-2024,West,Product B,51,182,17,1.4
21-10-2024,West,Product A,-67,106,9,3.2
19-08-2024,West,Product C,636,383,10,1.3
14-08-2024,North,Product A,-95,321,9,1.5
05-11-2024,North,Product A,67,400,14,2.5
07-04-2024,South,Product D,653,299,2,3.8
24-02-2024,North,Product A,694,-5,4,2.1
20-04-2024,North,Product A,217,98,13,2.7
31-05-2024,North,Product A,835,369,7,4.5
02-09-2024,North,Product C,92,274,1,3.1
09-03-2024,South,Product B,-86,7,6,1.3
07-11-2024,North,Product C,194,105,15,3.2
15-10-2024,South,Product D,852,380,11,1.7
06-09-2024,South,Product B,400,335,16,1.2
05-02-2024,North,Product C,62,364,13,1
26-08-2024,North,Product C,611,241,10,1.8
27-05-2024,South,Product B,330,-43,12,1.2
14-08-2024,South,Product C,635,265,2,1.6
31-08-2024,South,Product A,833,43,18,2
02-12-2024,West,Product D,817,335,11,1.4
30-12-2024,North,Product C,264,477,9,2.4
19-07-2024,West,Product B,865,494,14,2.5
02-06-2024,West,Product D,531,-49,5,3.3
13-03-2024,North,Product C,444,155,5,1.1
19-07-2024,East,Product B,509,445,5,3.1
22-10-2024,West,Product C,495,333,13,2.1
17-01-2024,North,Product B,264,114,16,3.9
08-05-2024,West,Product B,312,294,4,1.8
04-08-2024,North,Product C,267,6,11,3.5
01-03-2024,South,Product B,13,494,18,1.5
13-04-2024,West,Product C,24,172,9,3.6
11-02-2024,West,Product A,937,-45,14,4
25-01-2024,West,Product D,432,322,8,1.7
08-02-2024,North,Product A,-61,68,9,2.9
17-10-2024,East,Product C,213,239,19,4.8
10-05-2024,South,Product D,330,244,3,2.6
16-08-2024,East,Product B,-64,343,8,4.8
17-04-2024,West,Product B,-83,401,17,3.5
20-06-2024,North,Product D,561,457,2,3.5
11-04-2024,West,Product D,33,276,6,2.7
19-12-2024,West,Product C,937,179,1,2.8
12-01-2024,East,Product D,627,106,16,2.3
01-10-2024,West,Product C,86,97,13,4.5
10-04-2024,North,Product A,751,360,7,4.1
13-02-2024,South,Product A,718,222,7,1.5
31-10-2024,East,Product D,212,214,16,1.7
17-01-2024,North,Product D,72,28,8,4.3
25-11-2024,West,Product B,958,443,11,2.1
26-02-2024,South,Product B,901,411,9,1.6
06-11-2024,South,Product B,814,385,3,3.6
29-10-2024,South,Product D,556,97,3,2.9
12-01-2024,North,Product D,287,132,16,3.5
13-11-2024,South,Product D,519,359,6,2.3
20-03-2024,North,Product D,375,-19,18,3
03-08-2024,East,Product A,488,432,5,3.6
04-12-2024,North,Product C,26,303,17,4.3
20-09-2024,West,Product B,855,121,14,2.9
28-05-2024,North,Product C,314,334,17,2.5
21-03-2024,North,Product D,84,186,2,4
02-08-2024,West,Product A,601,434,16,2.7
16-07-2024,East,Product B,679,368,3,3.4
18-07-2024,North,Product B,514,335,6,4.3
25-01-2024,West,Product B,-48,236,9,2.1
29-03-2024,West,Product B,613,462,4,3.9
24-09-2024,East,Product C,379,132,16,4.4
22-05-2024,East,Product B,851,-6,1,2.5
28-02-2024,West,Product A,818,316,10,2.2
30-12-2024,East,Product B,479,17,4,1.9
26-01-2024,West,Product A,103,16,15,5
16-02-2024,East,Product B,332,90,7,3.8
14-10-2024,West,Product C,95,95,17,2.3
22-09-2024,South,Product D,364,-26,9,3.1
16-01-2024,East,Product C,915,282,10,2.9
17-07-2024,South,Product C,532,210,3,1.4
08-10-2024,West,Product B,430,-30,4,2.8
26-03-2024,East,Product B,863,23,10,1.9
06-09-2024,East,Product A,77,151,5,4.2
26-09-2024,South,Product A,744,149,6,4.4
30-11-2024,South,Product A,-46,29,13,1
26-04-2024,North,Product A,653,463,15,4.2
07-01-2024,South,Product D,222,4,10,3.4
16-05-2024,West,Product D,945,-29,1,2.4
24-06-2024,West,Product B,68,-16,6,4.3
23-11-2024,South,Product C,681,-3,10,2.4
10-11-2024,South,Product B,-30,405,6,1.5
02-08-2024,West,Product C,843,420,16,3.1
22-03-2024,North,Product B,292,27,14,3.8
10-08-2024,North,Product D,144,176,9,4.7
12-04-2024,East,Product D,103,376,4,1.5
29-09-2024,West,Product D,597,43,14,4.5
14-01-2024,East,Product A,400,57,14,2.5
07-06-2024,North,Product C,-6,266,6,1.1
31-05-2024,South,Product C,265,-13,18,4.7
17-04-2024,North,Product B,826,483,14,1.2
06-07-2024,North,Product C,674,-22,16,2.5
27-10-2024,North,Product D,957,45,14,2.2
07-04-2024,North,Product A,48,443,9,3.1
10-05-2024,West,Product D,963,416,6,3.6
19-10-2024,West,Product C,262,271,14,3.5
19-06-2024,West,Product D,399,-26,13,2.8
01-07-2024,North,Product A,591,99,1,2.1
29-12-2024,East,Product D,945,115,1,4.7
08-02-2024,South,Product A,360,326,12,3.6
15-01-2024,East,Product C,670,402,14,3
04-01-2024,West,Product C,10,137,14,3
14-12-2024,West,Product B,823,66,6,2
28-07-2024,West,Product B,646,32,9,4.8
09-06-2024,East,Product D,375,74,6,4.8
16-01-2024,West,Product D,-67,119,14,1
17-04-2024,West,Product A,903,429,9,1.3
06-11-2024,North,Product B,245,198,19,4.6
14-08-2024,West,Product C,269,215,3,4.4
18-06-2024,West,Product D,566,296,15,2.1
03-02-2024,East,Product D,450,377,14,2.8
07-09-2024,South,Product A,395,10,16,4.4
03-09-2024,West,Product A,642,291,1,4.9
25-09-2024,South,Product D,709,340,9,3.1
20-05-2024,South,Product C,844,72,3,1.7
30-09-2024,West,Product A,513,56,11,1.7
05-04-2024,North,Product B,479,20,5,1.9
14-08-2024,West,Product A,86,291,1,2.1
08-02-2024,East,Product D,986,411,8,4.3
28-10-2024,West,Product C,460,107,14,2.7
29-01-2024,North,Product A,218,357,15,3.6
13-11-2024,West,Product D,69,482,14,4.6
01-09-2024,East,Product B,702,494,14,1.7
23-08-2024,East,Product A,-82,470,2,4.1
03-07-2024,South,Product D,270,497,16,2.3
28-09-2024,East,Product D,809,57,5,3.2
23-08-2024,South,Product B,765,332,9,2.4
26-08-2024,North,Product C,968,406,7,1.2
22-09-2024,East,Product A,764,92,19,2.6
24-12-2024,East,Product B,540,199,12,1.5
05-12-2024,South,Product C,715,240,11,1.9
05-03-2024,East,Product A,612,425,4,3.8
25-06-2024,West,Product A,505,280,15,4.2
03-01-2024,South,Product A,-23,-4,16,1.4
21-05-2024,North,Product D,647,169,6,1.9
06-06-2024,East,Product C,959,426,11,2.9
19-11-2024,North,Product D,440,213,7,4.1
25-05-2024,North,Product C,82,80,8,4.5
19-10-2024,West,Product A,587,108,16,3.9
01-06-2024,South,Product B,34,486,9,5
11-07-2024,South,Product B,509,51,15,2.1
13-03-2024,East,Product D,177,160,12,1.4
31-10-2024,North,Product C,873,58,2,4.3
09-12-2024,South,Product A,-15,64,14,3
19-05-2024,East,Product A,256,458,16,2.2
05-07-2024,West,Product B,363,362,12,3.7
19-10-2024,North,Product A,-66,324,4,1.5
01-03-2024,West,Product C,868,296,5,4.4
16-07-2024,East,Product D,515,330,14,2.5
21-10-2024,North,Product C,757,146,3,1.7
14-11-2024,West,Product B,388,172,8,2.5
28-10-2024,North,Product A,615,284,5,1.6
09-12-2024,East,Product D,92,80,3,3.7
11-01-2024,North,Product A,385,-16,9,2.5
02-03-2024,West,Product C,190,451,11,2.3
28-11-2024,South,Product B,997,124,4,3.7
13-08-2024,East,Product C,916,287,14,3.1
01-06-2024,North,Product B,-92,201,7,2.7
17-07-2024,North,Product D,446,116,10,2
21-02-2024,North,Product B,329,263,8,1.8
16-09-2024,North,Product B,206,417,11,3.7
28-02-2024,North,Product C,107,41,7,3.8
12-03-2024,West,Product B,654,436,13,2.3
27-05-2024,West,Product C,788,321,15,5
14-12-2024,East,Product A,815,392,1,3.7
03-03-2024,East,Product D,50,282,11,2.8
05-11-2024,West,Product B,89,301,18,4.2
30-08-2024,South,Product C,34,470,9,4.3
31-12-2024,West,Product A,-19,84,17,2
25-11-2024,South,Product C,467,351,2,3.2
16-04-2024,West,Product D,416,153,9,3.6
13-08-2024,East,Product C,329,7,2,3.2
08-11-2024,East,Product C,329,70,16,1.3
05-08-2024,North,Product C,957,447,18,2.5
28-08-2024,South,Product B,782,-12,1,3.3
15-09-2024,South,Product D,89,157,19,2.8
18-09-2024,South,Product A,834,419,12,1.6
05-01-2024,North,Product B,-74,407,10,1.4
17-09-2024,South,Product B,249,3,8,4.6
23-02-2024,North,Product B,730,149,17,2.3
16-02-2024,North,Product B,-20,169,5,1.3
02-08-2024,North,Product D,959,334,16,1.2
25-06-2024,North,Product B,71,328,6,2.7
09-01-2024,West,Product A,684,140,11,2.5
08-04-2024,East,Product B,902,487,7,4.4
20-01-2024,South,Product A,58,69,19,1
28-08-2024,East,Product A,53,-8,19,3.4
01-03-2024,South,Product C,828,371,4,3.3
26-06-2024,East,Product D,135,493,7,3.3
03-12-2024,North,Product B,418,191,18,4
02-03-2024,East,Product D,912,478,18,2.2
24-05-2024,North,Product B,524,344,2,3.1
03-08-2024,East,Product A,744,418,17,4.2
03-01-2024,North,Product A,612,-26,7,3.4
08-06-2024,East,Product D,-90,433,8,3.4
14-08-2024,North,Product D,392,99,8,3.2
25-09-2024,South,Product B,600,-41,19,1
29-04-2024,West,Product D,126,152,11,4.4
29-03-2024,North,Product D,48,181,19,4.8
24-11-2024,East,Product D,819,368,16,2.9
08-03-2024,South,Product B,540,465,13,2.8
22-12-2024,North,Product A,865,15,13,2.9
07-04-2024,East,Product B,-78,192,7,2.8
23-09-2024,West,Product A,771,105,7,4.3
14-04-2024,West,Product B,471,101,15,4.5
18-11-2024,East,Product D,160,-34,10,1.9
02-05-2024,North,Product C,599,175,16,5
29-01-2024,South,Product D,897,311,15,3.7
16-05-2024,East,Product B,860,190,2,1.4
13-07-2024,West,Product D,473,77,13,3.6
13-08-2024,East,Product B,76,314,6,2.6
27-11-2024,East,Product B,440,475,11,3.5
18-06-2024,South,Product D,31,264,7,2.7
09-01-2024,South,Product A,297,495,10,3.3
09-02-2024,East,Product C,410,68,13,2.2
25-01-2024,East,Product D,704,47,11,4.2
17-09-2024,South,Product A,377,172,13,2
13-08-2024,South,Product B,511,282,12,4.9
03-05-2024,North,Product B,150,424,1,3.6
07-02-2024,North,Product C,207,372,13,4.8
23-11-2024,North,Product D,-35,60,10,2.5
07-09-2024,North,Product B,521,369,17,2.5
24-06-2024,East,Product A,343,325,6,2.8
30-03-2024,East,Product B,968,363,15,4
06-02-2024,North,Product C,289,148,7,2.4
11-11-2024,East,Product B,395,22,11,1.4
24-06-2024,South,Product D,946,384,8,3
10-10-2024,South,Product D,94,426,14,3.7
21-03-2024,North,Product C,842,29,5,1.5
23-04-2024,East,Product C,796,142,2,3.8
09-02-2024,South,Product A,822,30,12,4.5
27-10-2024,East,Product D,674,69,10,3.2
11-08-2024,South,Product D,822,371,3,1.1
13-11-2024,East,Product A,922,439,12,4.6
14-12-2024,South,Product C,391,100,18,4.7
24-04-2024,South,Product D,147,82,15,4.5
04-07-2024,South,Product A,652,492,17,4.8
18-11-2024,North,Product A,326,139,12,4.1
25-02-2024,East,Product D,65,122,9,2.5
09-02-2024,North,Product D,441,348,2,3.6
19-12-2024,East,Product C,532,40,2,4.8
09-02-2024,South,Product C,61,-38,18,1.8
12-12-2024,West,Product B,10,312,11,2
24-08-2024,North,Product A,655,75,5,2
15-10-2024,South,Product B,572,197,15,4.6
18-09-2024,North,Product C,763,115,11,4.4
03-08-2024,West,Product D,629,414,7,2.8
26-05-2024,East,Product A,212,287,6,1.4
01-12-2024,East,Product C,512,187,5,1.6
16-06-2024,West,Product B,-41,-14,13,1.9
01-04-2024,West,Product B,755,229,19,5
18-12-2024,East,Product A,64,473,3,4.9
28-02-2024,West,Product D,166,71,2,2.6
28-02-2024,South,Product B,348,389,9,2.8
30-10-2024,North,Product A,475,97,10,1.7
17-06-2024,North,Product B,490,435,15,2.2
25-09-2024,North,Product B,217,122,1,1.6
28-12-2024,North,Product B,835,490,10,4.8
14-02-2024,North,Product A,872,446,18,5
10-12-2024,North,Product D,957,64,11,1.9
29-06-2024,East,Product D,723,400,18,4.9
18-06-2024,East,Product C,347,336,15,4.9
21-12-2024,North,Product A,441,332,11,2.5
09-07-2024,North,Product C,349,-48,12,1.5
03-06-2024,West,Product A,127,97,9,1.3
06-07-2024,West,Product D,740,62,4,1.4
07-01-2024,West,Product A,980,218,19,4.2
12-05-2024,North,Product C,343,436,3,3.2
22-08-2024,West,Product B,991,33,2,3.7
14-02-2024,North,Product B,31,484,13,2.5
09-11-2024,East,Product C,491,239,10,2.8
05-09-2024,South,Product B,316,10,5,4.3
31-01-2024,East,Product D,124,145,5,3
23-01-2024,North,Product B,39,333,17,4.9
08-06-2024,North,Product B,318,337,4,3.3
28-12-2024,East,Product B,713,262,15,2.3
06-06-2024,East,Product B,434,420,16,1.1
08-02-2024,West,Product D,-61,180,2,2.6
22-03-2024,West,Product B,0,179,3,1
21-12-2024,South,Product C,800,299,13,3.5
14-09-2024,West,Product B,822,204,9,4
24-07-2024,West,Product A,-54,26,16,4.9
17-03-2024,West,Product B,163,483,10,2.6
12-01-2024,South,Product A,808,403,9,4.9
21-10-2024,West,Product A,918,143,12,1
11-08-2024,West,Product A,807,86,6,3.1
13-01-2024,East,Product A,533,20,4,1.9
15-02-2024,East,Product B,1,437,17,4.4
03-06-2024,West,Product A,566,46,7,2.3
22-04-2024,East,Product D,161,82,16,2
20-08-2024,North,Product A,340,296,16,2
17-01-2024,East,Product C,458,88,13,3.4
25-12-2024,South,Product C,-100,186,8,3.4
10-08-2024,West,Product A,52,239,16,3.3
19-12-2024,North,Product B,584,-46,14,4.7
06-07-2024,East,Product D,102,162,7,1.8
09-12-2024,North,Product B,699,1,17,2.9
30-12-2024,North,Product D,759,240,18,1.2
11-06-2024,West,Product B,683,164,17,3.1
21-11-2024,North,Product C,366,438,18,2.2
14-03-2024,South,Product B,130,97,6,2.2
20-08-2024,North,Product D,199,335,15,4.2
11-08-2024,West,Product B,408,297,8,1.4
14-11-2024,South,Product C,564,462,18,1.7
29-02-2024,South,Product D,836,307,17,3.4
30-11-2024,South,Product C,631,452,15,4.2
09-08-2024,South,Product C,770,241,9,3.5
06-02-2024,North,Product D,770,59,12,4.3
04-10-2024,East,Product C,464,453,9,3.5
14-07-2024,East,Product B,573,297,13,2.6
17-12-2024,East,Product B,891,124,14,3
29-08-2024,East,Product A,3,344,2,2.1
19-11-2024,East,Product B,821,359,3,4.6
06-08-2024,West,Product D,928,17,4,2.5
10-07-2024,East,Product A,759,64,1,3.5
17-01-2024,West,Product C,987,300,16,2.5
12-01-2024,East,Product A,467,442,17,4.7
11-07-2024,East,Product A,-95,405,18,4.7
22-01-2024,South,Product A,123,200,11,3.5
29-04-2024,North,Product C,213,191,9,1.5
28-07-2024,South,Product B,1,6,16,3.6
01-11-2024,East,Product A,567,108,3,1.2
26-09-2024,West,Product B,205,152,9,4.5
10-07-2024,East,Product C,310,445,16,1.5
23-06-2024,East,Product D,172,85,1,1.2
11-10-2024,North,Product B,994,75,10,4.4
22-07-2024,South,Product A,893,466,11,2.5
12-06-2024,North,Product B,-75,-1,10,1.9
07-09-2024,South,Product C,217,100,2,4.5
14-08-2024,South,Product C,-73,25,2,1.3
07-01-2024,East,Product D,-62,413,12,2.7
29-01-2024,South,Product D,655,-35,10,3.1
02-02-2024,South,Product B,619,131,15,4.3
13-05-2024,North,Product A,22,166,11,4.7
19-03-2024,South,Product A,435,495,10,1.1
27-02-2024,North,Product B,563,103,19,1.9
26-01-2024,South,Product D,933,458,5,4.4
13-08-2024,North,Product A,980,418,14,1.8
11-10-2024,East,Product C,468,23,13,4.7
04-01-2024,South,Product C,750,98,15,2.4
08-04-2024,North,Product D,2,406,3,1.6
08-02-2024,North,Product C,305,392,19,5
27-09-2024,East,Product A,493,156,8,1.9
11-10-2024,East,Product D,572,375,16,4.2
05-06-2024,North,Product A,262,57,16,1.3
15-03-2024,North,Product A,-8,138,9,3.6
14-10-2024,North,Product D,742,139,17,3.3
09-05-2024,South,Product A,986,441,16,1.9
23-06-2024,South,Product D,103,383,4,4
24-03-2024,North,Product A,290,375,11,1.4
22-01-2024,East,Product D,-81,126,13,2.1
27-01-2024,East,Product D,462,168,11,4.5
13-07-2024,West,Product C,995,289,4,4.1
02-12-2024,West,Product C,775,138,19,4.1
23-08-2024,East,Product A,478,86,9,4.7
01-04-2024,South,Product D,-17,463,4,4.1
21-01-2024,East,Product D,429,480,3,1.2
29-10-2024,East,Product D,32,226,7,4.8
22-12-2024,North,Product A,875,-18,18,2.8
24-03-2024,East,Product B,360,195,16,4.2
18-09-2024,West,Product C,855,260,15,1.7
26-05-2024,South,Product C,291,282,8,1.2
13-09-2024,West,Product B,958,298,3,3.1
27-02-2024,South,Product B,70,426,10,1.9
15-01-2024,West,Product B,889,181,2,2.2
10-06-2024,North,Product C,248,410,14,1.7
11-06-2024,North,Product C,-95,341,11,2.5
15-11-2024,South,Product C,655,143,2,1.2
07-10-2024,North,Product A,747,408,5,3.4
06-10-2024,South,Product D,3,469,10,4.1
12-01-2024,East,Product C,739,181,13,2.7
30-09-2024,South,Product C,923,288,9,4.6
27-09-2024,West,Product A,229,305,13,2.4
26-07-2024,South,Product A,513,92,9,2.7
27-01-2024,East,Product B,354,218,17,1.3
12-03-2024,East,Product A,114,-25,16,1.1
29-02-2024,East,Product D,286,256,6,4.6
24-05-2024,North,Product C,132,164,11,2.1
02-04-2024,North,Product C,313,493,4,3.3
04-11-2024,West,Product D,181,170,6,1.6
08-01-2024,North,Product D,827,100,13,3.5
19-03-2024,South,Product B,529,495,11,1.2
27-01-2024,East,Product A,99,203,19,2.4
22-06-2024,North,Product C,208,55,6,3.1
19-02-2024,North,Product C,-98,320,6,4.1
17-07-2024,West,Product C,649,-18,1,4.2
14-12-2024,North,Product D,-49,329,8,1.6
29-06-2024,North,Product C,834,239,12,4.5
24-01-2024,East,Product D,492,201,17,1.8
11-11-2024,West,Product D,824,476,2,3.8
15-02-2024,East,Product A,314,238,1,3.6
15-01-2024,North,Product B,-35,-32,11,3.3
01-06-2024,South,Product A,590,91,3,3.9
09-08-2024,East,Product D,989,-35,19,3.8
24-07-2024,South,Product B,840,396,8,3.8
29-09-2024,South,Product B,53,423,13,2.3
23-08-2024,East,Product A,804,295,17,1.8
05-12-2024,West,Product C,911,59,3,2.1
15-08-2024,South,Product C,358,237,6,3.8
09-01-2024,East,Product B,-17,233,18,3.7
14-06-2024,North,Product D,69,10,5,4.3
14-11-2024,East,Product D,459,262,1,5
01-08-2024,North,Product D,742,40,4,2.6
26-04-2024,West,Product D,5,296,4,2.2
09-12-2024,South,Product B,-2,-5,1,3.3
12-03-2024,West,Product A,-87,138,14,2.2
04-03-2024,West,Product B,467,185,13,1.1
23-07-2024,South,Product C,851,-13,16,4.5
27-07-2024,North,Product B,258,71,6,1.1
12-03-2024,East,Product A,78,137,12,2
03-10-2024,North,Product C,986,157,10,3.4
30-09-2024,South,Product B,80,328,3,3.7
15-11-2024,North,Product B,512,109,15,4.3
03-12-2024,North,Product C,-60,442,8,1.6
31-12-2024,North,Product A,790,150,18,3.7
04-04-2024,South,Product A,111,9,13,2.9
14-06-2024,West,Product B,-77,-7,9,4.2
01-02-2024,East,Product D,298,26,11,1.9
11-01-2024,West,Product D,40,65,3,4.2
27-10-2024,East,Product C,234,49,1,2.5
04-08-2024,South,Product D,-1,299,15,4.5
15-10-2024,South,Product B,636,183,7,4.5
11-04-2024,North,Product A,172,-46,13,2.1
23-09-2024,East,Product D,686,163,16,2.7
01-08-2024,West,Product B,324,422,6,2.2
27-06-2024,East,Product C,83,288,14,2.5
28-03-2024,East,Product D,404,211,3,2.6
10-02-2024,South,Product C,487,43,9,3.7
16-03-2024,East,Product D,978,292,9,1.2
15-02-2024,North,Product D,547,160,17,2.1
08-06-2024,West,Product C,-86,165,15,2.1
20-03-2024,East,Product A,257,-29,15,1.9
05-11-2024,East,Product C,510,152,5,3
26-03-2024,North,Product A,120,157,11,2.6
