Date,Region,Product,Sales,Profit,Quantity,Rating
11-06-2024,East,Product A,550,231,12,1.4
12-11-2024,West,Product C,252,196,9,4.9
24-02-2024,South,Product C,330,400,10,1.9
30-09-2024,North,Product B,-90,104,16,4.5
31-10-2024,East,Product A,-5,350,19,3.6
11-04-2024,West,Product D,181,253,5,2.8
11-02-2024,North,Product D,615,271,5,2.9
19-09-2024,East,Product D,97,153,8,4.3
19-06-2024,South,Product D,399,47,6,4.2
26-07-2024,West,Product A,238,39,6,4.9
10-11-2024,South,Product D,609,-34,1,4.4
18-02-2024,North,Product A,470,170,11,4.2
29-02-2024,West,Product D,664,395,4,4.8
06-01-2024,South,Product D,922,20,11,3
27-05-2024,North,Product B,680,429,8,3.8
13-10-2024,West,Product B,720,159,9,1.3
29-07-2024,West,Product D,951,-28,13,1.7
29-05-2024,North,Product A,390,34,12,1.4
25-03-2024,West,Product A,737,328,9,1.4
08-06-2024,East,Product C,714,339,7,1.2
16-02-2024,North,Product A,866,9,3,1.9
10-06-2024,North,Product A,-40,80,15,4.2
03-06-2024,South,Product D,928,144,7,1.3
17-08-2024,North,Product D,469,397,9,4.1
26-10-2024,East,Product D,614,475,3,5
06-06-2024,North,Product B,542,257,13,3.6
09-06-2024,West,Product C,190,290,7,3.2
03-09-2024,South,Product A,198,265,9,2.6
25-02-2024,North,Product D,834,234,16,4.4
30-05-2024,North,Product D,970,11,11,2.3
25-10-2024,South,Product C,171,274,11,3.2
23-02-2024,North,Product D,581,412,18,3.4
10-08-2024,West,Product C,414,480,3,1.1
10-09-2024,West,Product C,932,375,4,4.9
08-03-2024,North,Product D,127,-35,16,2.8
22-02-2024,South,Product C,456,409,6,1.5
01-09-2024,East,Product A,-98,137,5,4.7
09-02-2024,East,Product D,11,254,10,1.6
07-12-2024,East,Product A,875,410,7,2
16-12-2024,East,Product A,265,129,16,5
17-05-2024,West,Product D,502,156,10,1.3
22-09-2024,West,Product A,187,181,2,2.9
17-05-2024,East,Product D,583,301,17,4
18-10-2024,West,Product A,898,428,18,3.8
28-07-2024,East,Product C,-69,122,10,1.5
20-06-2024,South,Product D,853,264,19,3.5
03-07-2024,South,Product C,303,205,8,2.9
25-10-2024,North,Product D,218,383,19,2.1
27-08-2024,North,Product D,665,139,19,3.4
29-07-2024,South,Product A,721,314,1,2.2
28-12-2024,East,Product B,366,164,5,1.4
30-05-2024,East,Product A,356,312,8,3.6
03-05-2024,West,Product A,730,207,14,4.9
18-02-2024,South,Product B,78,113,15,2
03-05-2024,East,Product C,253,306,3,1.9
08-03-2024,East,Product A,224,82,19,4.4
23-12-2024,South,Product D,304,-26,4,3.2
18-08-2024,East,Product B,858,201,13,3.5
11-12-2024,East,Product D,752,141,7,2.6
09-01-2024,West,Product C,488,375,15,2
22-09-2024,West,Product D,343,197,7,4.5
04-05-2024,North,Product D,975,63,13,2.3
16-11-2024,West,Product B,806,13,5,4.6
21-04-2024,North,Product C,747,425,3,2.9
23-11-2024,East,Product B,643,284,18,3.9
25-11-2024,South,Product C,339,74,6,4.7
23-02-2024,North,Product A,971,481,10,3.5
29-03-2024,East,Product B,-58,423,12,3.1
04-04-2024,East,Product B,128,399,18,2.6
24-12-2024,North,Product A,472,355,16,3.8
06-09-2024,South,Product B,267,-5,11,2
12-11-2024,West,Product D,706,485,17,4.4
14-06-2024,North,Product A,-85,388,14,3.6
14-08-2024,South,Product D,410,340,5,2.8
15-05-2024,South,Product B,607,375,14,4.2
05-03-2024,West,Product B,873,398,12,4.9
05-01-2024,West,Product B,19,203,6,3.8
29-04-2024,South,Product C,423,414,5,4.6
06-08-2024,East,Product B,797,51,10,1.5
30-12-2024,North,Product A,321,154,16,4.4
12-02-2024,South,Product C,935,150,19,2.1
06-07-2024,West,Product D,292,55,16,1.2
26-01-2024,East,Product B,104,284,10,4.2
23-09-2024,North,Product B,-73,389,12,3.8
10-06-2024,North,Product A,784,357,13,2.5
20-08-2024,South,Product C,662,243,12,1.7
09-05-2024,North,Product B,344,134,15,3.3
21-01-2024,South,Product B,221,116,12,2.6
07-05-2024,East,Product C,521,2,5,3.4
16-03-2024,West,Product A,269,176,13,2.8
13-03-2024,West,Product C,590,116,15,4.4
20-08-2024,West,Product A,536,213,17,4.4
08-12-2024,North,Product B,564,499,17,2
15-04-2024,North,Product C,27,145,12,2.1
09-01-2024,West,Product D,730,490,8,4.1
28-04-2024,West,Product C,701,379,7,4.9
19-02-2024,West,Product D,928,418,12,5
10-01-2024,North,Product D,793,-38,11,3.1
22-04-2024,West,Product C,-64,259,4,3.8
22-09-2024,North,Product D,-32,271,9,2.2
18-03-2024,South,Product D,489,191,12,3.7
05-02-2024,North,Product D,355,415,18,3.4
20-07-2024,North,Product D,484,352,3,4.1
07-11-2024,East,Product B,219,388,15,2
27-04-2024,North,Product B,473,212,2,1.6
08-07-2024,South,Product D,-28,359,7,3.7
29-08-2024,South,Product A,320,56,5,4.1
19-10-2024,North,Product B,617,98,17,2.6
17-06-2024,South,Product D,86,296,11,2.3
17-08-2024,North,Product D,109,160,19,1.7
17-02-2024,South,Product A,79,223,7,1.9
29-05-2024,West,Product D,261,-7,4,1.1
08-12-2024,West,Product C,714,490,5,3.2
26-07-2024,East,Product C,934,161,2,1.5
01-03-2024,East,Product C,482,339,8,4.6
26-11-2024,North,Product B,503,-41,15,2.1
26-04-2024,East,Product D,40,407,14,3.1
26-08-2024,South,Product D,280,196,8,2
20-12-2024,South,Product D,595,434,17,2
17-02-2024,North,Product C,367,-25,13,2.3
01-09-2024,West,Product D,744,383,1,1.3
19-10-2024,North,Product D,-34,-9,17,1.4
05-01-2024,East,Product B,225,312,10,2.1
09-04-2024,West,Product D,853,48,11,3.4
23-07-2024,West,Product A,594,204,8,3.6
28-06-2024,South,Product A,395,213,14,3
17-01-2024,South,Product D,301,126,15,4.6
30-03-2024,West,Product B,58,51,10,4.4
17-04-2024,South,Product D,968,-30,5,3.6
08-07-2024,East,Product C,306,18,10,4.8
28-06-2024,West,Product A,631,372,2,4.4
05-09-2024,East,Product C,193,104,3,4.8
07-09-2024,South,Product A,555,118,3,1.5
20-01-2024,North,Product C,502,-8,5,2.3
24-12-2024,East,Product B,-40,139,10,2
06-04-2024,West,Product D,539,156,14,4.8
09-08-2024,North,Product B,285,257,13,2.2
23-05-2024,West,Product C,719,-37,11,4.5
07-01-2024,East,Product D,360,493,8,2.5
15-12-2024,West,Product A,-86,-31,13,3.9
17-11-2024,East,Product A,615,150,19,2.1
24-09-2024,West,Product B,961,166,4,4.8
22-10-2024,South,Product A,48,428,2,1.7
01-01-2024,West,Product C,832,394,6,5
27-02-2024,South,Product B,907,384,15,1.9
20-09-2024,East,Product C,339,79,3,3.9
30-03-2024,East,Product B,509,498,16,4.8
15-03-2024,South,Product C,109,-12,1,1.2
06-12-2024,South,Product B,-59,306,9,3.1
17-09-2024,North,Product A,127,458,7,1.7
08-10-2024,North,Product C,382,-4,16,3.4
06-12-2024,North,Product D,359,101,4,3.7
24-11-2024,West,Product B,439,185,17,4.9
22-12-2024,South,Product B,664,362,8,2.1
30-08-2024,West,Product C,22,41,9,4.8
17-11-2024,South,Product B,631,57,19,3.4
28-04-2024,North,Product B,772,202,17,1.4
16-02-2024,South,Product B,696,265,4,1.2
16-06-2024,North,Product B,692,259,12,1.8
13-12-2024,North,Product A,50,217,3,2.8
27-01-2024,North,Product B,339,428,8,3.7
22-10-2024,East,Product C,-6,158,8,1.8
01-01-2024,North,Product B,860,147,11,4.5
22-06-2024,East,Product C,675,174,17,3.6
15-06-2024,North,Product B,240,-19,17,4.6
18-01-2024,East,Product B,429,403,2,2.1
31-03-2024,North,Product A,140,254,11,3.1
29-10-2024,South,Product D,766,70,4,3.9
20-07-2024,East,Product B,951,462,8,2.5
21-01-2024,West,Product B,248,383,19,1.9
04-06-2024,West,Product A,575,343,6,2.8
14-01-2024,West,Product B,120,0,9,2.5
20-01-2024,North,Product A,243,23,9,1.3
31-08-2024,West,Product A,50,449,1,1.3
21-06-2024,South,Product A,207,-16,19,1.1
01-05-2024,West,Product A,95,351,7,2
02-07-2024,South,Product C,-73,259,5,4.2
03-11-2024,West,Product B,291,161,10,4.3
08-03-2024,West,Product D,206,361,15,4.7
19-10-2024,North,Product B,46,419,4,4
03-12-2024,South,Product B,-27,445,5,1.2
07-06-2024,South,Product B,865,120,15,3.2
18-02-2024,West,Product A,666,153,2,4.5
29-06-2024,West,Product C,897,163,2,1.8
21-10-2024,West,Product D,705,-22,11,2.3
13-12-2024,South,Product B,655,328,2,4.7
20-05-2024,North,Product C,533,213,3,1.2
18-01-2024,East,Product A,337,-18,18,2.5
19-05-2024,North,Product D,787,96,17,1.3
12-03-2024,North,Product C,791,447,18,2.7
29-08-2024,West,Product B,767,120,18,3.8
17-09-2024,East,Product D,661,-34,3,4.2
19-09-2024,North,Product B,726,346,18,2.3
22-05-2024,West,Product B,876,308,1,1.9
13-07-2024,East,Product A,933,67,14,4
25-05-2024,South,Product D,689,409,1,3
20-10-2024,West,Product A,670,-2,10,1.3
26-01-2024,South,Product C,854,292,17,4.3
28-02-2024,West,Product C,837,437,18,4.6
21-02-2024,North,Product C,250,4,2,4.7
28-05-2024,North,Product C,737,227,12,4.7
16-04-2024,West,Product A,-26,273,9,1.8
13-11-2024,South,Product A,295,131,2,2.8
28-02-2024,East,Product D,207,168,1,3
14-09-2024,West,Product D,704,-33,6,3.8
07-10-2024,West,Product B,494,182,15,4.3
19-01-2024,South,Product D,-39,450,12,1.3
14-06-2024,North,Product A,41,216,16,3.8
25-01-2024,South,Product D,439,306,6,1
04-01-2024,West,Product D,569,243,11,4.5
03-01-2024,South,Product A,-55,36,17,4.2
27-12-2024,East,Product A,769,435,7,4.4
27-01-2024,South,Product A,50,-41,9,1.6
11-12-2024,East,Product A,94,184,3,2.4
06-08-2024,West,Product B,964,243,18,3.7
13-02-2024,West,Product B,19,-43,9,3.7
30-07-2024,West,Product B,293,346,4,2.1
21-02-2024,South,Product B,461,258,9,3.6
01-06-2024,West,Product B,378,53,6,3
20-07-2024,East,Product B,566,30,15,4.9
16-11-2024,East,Product A,119,280,15,3
11-01-2024,South,Product A,413,-28,9,2.8
08-03-2024,South,Product A,803,212,18,3.8
14-08-2024,South,Product C,245,9,10,3.2
30-04-2024,East,Product D,337,349,17,2.7
28-11-2024,North,Product A,71,-50,18,2.9
15-01-2024,North,Product A,360,258,9,2.7
26-02-2024,East,Product A,256,355,19,4.5
25-11-2024,East,Product D,763,164,3,2.4
04-03-2024,West,Product C,712,175,3,4.5
17-08-2024,East,Product D,671,250,10,2.5
11-01-2024,South,Product A,-36,84,15,2.5
30-04-2024,South,Product C,327,80,9,3.3
11-08-2024,South,Product C,480,291,9,3
12-08-2024,North,Product D,80,-37,1,4.5
04-05-2024,South,Product A,478,492,14,4.1
27-05-2024,West,Product D,793,310,7,2.3
15-08-2024,West,Product B,-15,403,14,4.6
30-01-2024,North,Product D,685,317,17,3.6
10-01-2024,South,Product D,710,41,5,1.6
23-02-2024,North,Product B,638,115,18,4.7
04-07-2024,East,Product D,533,431,16,1.4
25-07-2024,East,Product D,44,465,15,1.4
11-09-2024,East,Product D,528,402,13,4.7
05-06-2024,West,Product B,315,488,15,1
08-05-2024,West,Product B,67,198,7,3.9
27-02-2024,North,Product C,516,320,18,1.5
13-07-2024,North,Product C,123,-25,6,3.5
16-03-2024,South,Product C,127,144,5,3.8
29-03-2024,West,Product A,947,220,9,3.9
19-12-2024,West,Product A,287,271,4,3.1
21-03-2024,North,Product D,714,401,10,3.4
04-07-2024,North,Product A,267,360,5,4.6
21-11-2024,West,Product B,796,2,17,1.3
24-09-2024,South,Product C,664,225,5,2.2
19-03-2024,West,Product D,801,301,10,3.5
24-05-2024,North,Product B,28,214,3,1.9
08-05-2024,North,Product C,-53,-46,6,4.3
14-01-2024,West,Product D,450,109,16,4.8
28-04-2024,West,Product A,263,33,10,1.9
02-01-2024,West,Product C,595,391,15,3.3
04-01-2024,East,Product C,734,146,14,3.6
31-08-2024,South,Product C,-66,128,3,3.1
06-03-2024,East,Product D,933,376,9,3.9
02-09-2024,North,Product C,407,48,11,4.8
30-03-2024,South,Product B,239,62,11,4.3
26-06-2024,West,Product C,731,286,1,4.7
29-02-2024,South,Product C,285,240,11,4.5
19-08-2024,West,Product D,723,3,14,3.6
18-12-2024,East,Product D,225,191,11,3.9
24-06-2024,East,Product C,529,200,17,1.2
15-06-2024,East,Product D,806,29,19,2
16-07-2024,South,Product C,233,482,4,1.9
29-02-2024,South,Product A,871,166,3,4.9
23-03-2024,West,Product B,469,352,19,4.3
14-03-2024,South,Product C,377,498,13,3.2
06-11-2024,South,Product D,80,462,3,3.7
26-01-2024,North,Product A,689,-27,15,1
30-08-2024,West,Product B,274,-24,18,2.1
18-11-2024,East,Product B,7,311,14,1.7
25-04-2024,South,Product B,92,374,18,3.6
18-11-2024,North,Product B,615,84,19,2.7
28-06-2024,East,Product D,681,408,8,2.8
18-09-2024,South,Product A,625,433,8,2.9
23-04-2024,North,Product D,360,174,2,3
22-09-2024,South,Product B,388,148,12,2.3
07-02-2024,North,Product A,639,379,5,4.1
17-03-2024,West,Product D,535,322,14,1.4
11-04-2024,East,Product C,983,386,12,1.7
12-01-2024,North,Product D,164,-23,12,4.5
28-10-2024,East,Product A,718,-5,16,3.8
18-02-2024,North,Product D,-84,161,7,4.6
10-09-2024,North,Product B,630,351,1,2.7
12-12-2024,South,Product D,802,223,5,4.5
05-09-2024,North,Product B,376,391,13,2.5
12-03-2024,South,Product D,10,380,7,1.4
15-07-2024,East,Product B,501,443,11,4.3
09-09-2024,North,Product D,824,357,6,3
23-12-2024,West,Product B,893,370,12,4.1
25-10-2024,West,Product A,222,153,14,1.1
09-08-2024,South,Product B,71,-15,3,4.1
29-02-2024,South,Product B,147,-49,2,2.1
22-12-2024,East,Product A,557,475,4,4.7
05-06-2024,North,Product B,16,121,8,3.1
07-12-2024,North,Product D,727,187,1,3
20-07-2024,South,Product A,351,283,12,2.7
23-09-2024,South,Product A,125,184,10,2.4
04-02-2024,North,Product D,244,61,4,4.6
11-09-2024,East,Product D,721,306,11,1.7
23-01-2024,South,Product B,755,263,18,1.2
13-06-2024,North,Product A,593,303,13,4.2
28-01-2024,North,Product C,669,107,16,3.6
16-12-2024,South,Product D,515,-7,6,1.9
09-11-2024,West,Product C,626,461,9,3.5
22-02-2024,West,Product A,433,288,6,4.3
10-10-2024,West,Product B,475,162,8,3.2
24-10-2024,North,Product A,926,415,13,4.8
25-03-2024,East,Product D,279,437,3,4.3
14-12-2024,South,Product D,608,172,2,5
03-05-2024,East,Product A,882,-27,19,2.5
25-07-2024,East,Product B,881,355,4,3.2
13-06-2024,East,Product A,-73,209,2,3.7
16-02-2024,East,Product A,197,236,8,3.4
04-06-2024,East,Product D,892,440,6,1.1
22-09-2024,West,Product A,595,368,3,4
05-10-2024,South,Product D,602,229,18,2.9
05-01-2024,West,Product B,354,3,12,2.2
22-03-2024,West,Product B,866,-14,7,3.3
28-04-2024,West,Product B,212,18,19,2.4
18-09-2024,North,Product C,793,126,1,4.2
04-05-2024,South,Product A,861,162,14,1.3
29-10-2024,West,Product A,324,284,10,4.6
02-08-2024,North,Product D,108,58,6,3.7
28-01-2024,North,Product B,20,346,17,4.2
25-09-2024,North,Product A,-59,-6,14,2
25-01-2024,East,Product B,220,359,1,2.9
07-01-2024,East,Product B,-72,8,12,2.5
12-07-2024,West,Product C,807,126,14,3.4
20-03-2024,West,Product D,915,424,7,4.2
17-11-2024,North,Product A,347,168,7,4.5
05-02-2024,North,Product A,675,10,17,3.7
14-09-2024,West,Product D,431,325,9,1.5
22-04-2024,North,Product A,953,52,18,1.1
20-10-2024,West,Product D,895,-13,1,3.6
20-07-2024,West,Product D,740,61,11,1.6
14-01-2024,North,Product C,64,237,16,1.4
03-06-2024,East,Product A,661,342,17,3.4
25-03-2024,South,Product C,350,491,15,4.3
19-05-2024,South,Product A,586,443,18,3.3
06-04-2024,West,Product D,207,474,13,2.5
03-07-2024,East,Product C,588,394,2,4.7
07-12-2024,South,Product D,41,245,8,3.9
23-12-2024,East,Product C,480,-32,7,2.9
07-07-2024,East,Product D,636,151,15,4.4
22-03-2024,North,Product D,562,108,11,4.3
26-10-2024,North,Product B,540,27,11,4.3
28-06-2024,North,Product A,547,376,19,4.3
14-12-2024,West,Product B,311,218,13,4.3
14-04-2024,East,Product B,792,179,12,2.9
28-07-2024,South,Product D,170,75,4,1.3
24-11-2024,East,Product A,860,283,12,3.7
05-09-2024,South,Product D,146,221,19,3.4
12-03-2024,East,Product D,40,3,2,2.3
09-06-2024,North,Product B,503,391,11,4.6
12-05-2024,West,Product D,620,201,16,2.8
27-08-2024,East,Product A,794,475,12,2.7
18-03-2024,West,Product A,128,257,4,1
27-02-2024,East,Product D,595,105,8,3.8
04-05-2024,East,Product B,805,-22,16,4
11-01-2024,South,Product D,328,413,18,4.9
27-01-2024,West,Product D,517,112,1,2.2
25-07-2024,South,Product B,211,218,14,3.8
09-08-2024,West,Product B,-10,295,19,3
07-11-2024,West,Product A,181,116,12,3.5
06-09-2024,North,Product B,628,173,16,2
10-11-2024,West,Product C,279,401,10,4.4
26-07-2024,East,Product C,956,379,7,3.1
18-04-2024,West,Product D,800,-31,3,4.6
22-10-2024,West,Product B,79,367,4,4
01-03-2024,North,Product D,624,464,5,2.4
01-05-2024,East,Product A,697,337,8,3
26-08-2024,West,Product B,-17,184,13,2.6
15-04-2024,North,Product A,-83,-48,6,4.3
05-10-2024,North,Product D,366,400,11,1.7
05-02-2024,South,Product B,49,497,17,2.5
07-02-2024,South,Product A,154,412,11,1.4
12-03-2024,West,Product D,519,302,17,3.4
25-02-2024,East,Product D,397,339,3,1.6
15-06-2024,South,Product A,47,104,8,3.4
08-08-2024,West,Product D,807,109,19,4.6
16-03-2024,East,Product C,795,286,15,4.2
28-07-2024,West,Product B,-76,370,8,4.9
29-07-2024,East,Product D,571,84,3,3.8
15-08-2024,West,Product A,56,4,1,4.8
12-08-2024,West,Product C,179,312,5,2.5
10-09-2024,West,Product D,-15,397,12,3.7
04-06-2024,South,Product B,305,407,13,4.2
28-12-2024,West,Product D,566,127,17,3.3
28-05-2024,West,Product C,204,107,3,3.8
13-11-2024,West,Product B,241,401,18,3.6
05-10-2024,West,Product B,172,87,12,1.9
18-08-2024,East,Product C,-25,328,4,3.1
08-07-2024,East,Product D,914,281,7,2
12-08-2024,East,Product D,685,311,18,3.4
05-03-2024,South,Product B,796,452,1,1.3
17-04-2024,South,Product C,561,-20,10,4.1
20-03-2024,South,Product A,339,11,4,2.4
12-05-2024,South,Product C,680,128,8,1.8
22-06-2024,South,Product D,211,341,11,3.2
04-03-2024,South,Product A,162,135,7,3.5
28-07-2024,North,Product D,967,396,6,2.9
23-10-2024,West,Product C,715,96,16,3.8
07-04-2024,East,Product A,517,37,11,4
20-06-2024,South,Product C,-29,413,18,4.2
29-03-2024,East,Product C,677,497,11,4.9
27-12-2024,North,Product A,246,435,8,3.9
13-08-2024,North,Product C,853,472,10,3.7
22-05-2024,West,Product A,-52,114,14,4.3
14-07-2024,North,Product B,632,254,7,3.1
27-06-2024,South,Product A,42,136,14,4.1
23-02-2024,South,Product C,472,-29,12,1.6
14-07-2024,West,Product C,96,49,18,2.6
04-08-2024,North,Product B,553,8,19,3.3
28-11-2024,West,Product B,333,154,7,1.6
24-10-2024,East,Product B,942,2,7,4.4
25-01-2024,South,Product B,394,456,19,4.5
07-03-2024,North,Product B,719,484,6,2.2
11-06-2024,East,Product C,-4,365,17,2
21-04-2024,South,Product D,469,264,14,2.3
24-11-2024,North,Product D,941,483,3,2
24-07-2024,North,Product A,261,50,18,1.2
16-05-2024,East,Product C,555,98,17,4.1
05-10-2024,North,Product B,-24,309,16,4.3
13-06-2024,North,Product D,15,307,10,3.8
27-09-2024,East,Product D,197,355,1,1.5
15-08-2024,North,Product C,941,260,18,2.6
06-05-2024,South,Product A,592,292,3,1.1
26-09-2024,North,Product D,443,151,17,3
03-11-2024,East,Product B,81,326,16,3.6
04-09-2024,South,Product D,921,8,4,4.6
05-12-2024,West,Product A,14,-22,10,4.1
05-02-2024,South,Product C,476,149,8,1.2
03-06-2024,East,Product A,263,309,4,3.9
24-05-2024,South,Product D,878,17,18,2.6
16-09-2024,South,Product B,166,164,19,2.5
19-01-2024,West,Product D,797,423,12,3.3
27-02-2024,East,Product B,827,4,16,1.7
19-09-2024,West,Product C,-76,179,2,4
05-02-2024,East,Product D,756,106,13,2.9
29-07-2024,West,Product C,-43,-12,17,2.2
27-11-2024,West,Product A,-56,370,15,2.9
27-05-2024,South,Product D,913,97,12,3.2
11-04-2024,East,Product D,499,408,12,2.2
16-03-2024,North,Product D,208,48,4,3.3
08-03-2024,South,Product D,-29,340,12,2.6
06-03-2024,West,Product D,362,71,2,3.7
29-10-2024,West,Product A,773,-10,2,4.6
09-08-2024,West,Product A,751,136,3,1.5
30-05-2024,North,Product D,565,41,9,4.5
30-09-2024,South,Product A,112,35,1,2.1
04-10-2024,North,Product C,-84,320,14,4.7
08-03-2024,South,Product B,211,-19,2,4.2
22-08-2024,South,Product D,583,94,11,3.5
21-07-2024,North,Product A,725,373,17,3.6
20-08-2024,West,Product D,855,131,5,2.3
11-06-2024,North,Product A,737,355,9,3.8
07-04-2024,South,Product B,835,357,8,4.7
09-01-2024,West,Product A,27,278,16,3.1
05-09-2024,West,Product D,52,58,12,4
14-08-2024,North,Product A,949,373,14,4.5
28-08-2024,North,Product C,709,253,15,1.6
15-03-2024,West,Product B,298,125,6,3.9
17-01-2024,South,Product B,585,151,5,4
20-02-2024,North,Product A,772,263,10,3.1
15-08-2024,South,Product B,170,10,8,2.9
12-07-2024,South,Product B,731,181,4,3.8
06-10-2024,South,Product C,83,-12,7,3.7
25-08-2024,North,Product C,961,316,1,1.1
27-09-2024,South,Product D,134,308,13,2.1
05-06-2024,South,Product D,173,312,14,4
10-09-2024,West,Product C,903,239,16,3.9
03-11-2024,North,Product C,518,382,5,1.1
05-11-2024,West,Product C,-67,398,15,2.6
09-11-2024,South,Product C,630,311,17,4.9
27-10-2024,North,Product D,-93,89,3,2.3
27-04-2024,East,Product D,69,427,10,3.3
28-11-2024,West,Product D,967,5,1,3.1
19-02-2024,West,Product C,11,86,14,4.7
04-10-2024,East,Product C,-66,140,9,2.4
21-02-2024,North,Product C,777,74,8,2.7
29-06-2024,South,Product B,889,498,7,3.7
31-01-2024,East,Product C,444,335,2,1.3
22-11-2024,East,Product A,-44,-24,16,2.3
02-09-2024,North,Product B,802,349,17,1.4
30-03-2024,North,Product C,-92,336,11,3.9
31-01-2024,East,Product B,497,468,11,4.7
11-04-2024,East,Product D,435,438,18,1.9
17-08-2024,West,Product B,172,142,10,4.2
06-04-2024,South,Product C,654,-11,11,1.8
07-03-2024,South,Product B,553,498,12,3.1
10-07-2024,West,Product A,-39,226,2,3.1
29-07-2024,North,Product C,644,107,3,1.7
16-05-2024,East,Product C,869,275,16,3.2
04-12-2024,West,Product D,714,307,3,1.2
02-07-2024,West,Product B,356,275,4,3.4
25-02-2024,South,Product C,762,71,3,1
06-09-2024,South,Product A,968,200,14,1.4
08-10-2024,North,Product C,117,446,1,4.1
29-02-2024,East,Product B,103,169,16,2.1
07-05-2024,East,Product C,210,210,11,2.3
23-07-2024,North,Product A,21,79,5,2.1
01-08-2024,West,Product B,872,452,5,3.4
06-05-2024,South,Product B,372,388,7,4.6
12-03-2024,North,Product D,132,493,12,2.8
03-08-2024,North,Product A,653,42,14,1.3
30-03-2024,West,Product A,538,62,4,3.2
09-11-2024,East,Product C,803,179,12,4
20-08-2024,West,Product D,598,-46,1,1.9
20-08-2024,East,Product D,444,343,15,4.8
03-03-2024,North,Product D,892,180,6,1.2
03-09-2024,South,Product C,-48,269,1,1.8
14-05-2024,South,Product A,138,440,11,4.6
02-01-2024,South,Product D,590,39,16,1.6
09-06-2024,North,Product B,137,410,18,1.6
19-05-2024,North,Product A,116,432,16,1.3
30-10-2024,East,Product A,654,24,2,3.9
04-11-2024,North,Product D,162,182,11,3.4
20-07-2024,East,Product A,15,251,7,3.1
04-05-2024,South,Product A,242,-20,10,2.2
12-12-2024,North,Product C,544,-27,6,4.1
22-03-2024,West,Product C,534,287,8,1
19-11-2024,East,Product B,705,232,4,3.5
12-06-2024,South,Product D,40,476,13,4.6
15-12-2024,East,Product B,920,268,4,1.3
27-08-2024,North,Product A,361,292,2,2.9
31-07-2024,South,Product B,831,170,19,4
28-05-2024,West,Product A,158,61,15,1.5
12-03-2024,South,Product B,428,256,11,4.6
12-04-2024,South,Product C,287,341,19,3
01-07-2024,North,Product D,402,175,16,1.8
02-07-2024,North,Product B,990,436,16,3.9
13-01-2024,North,Product A,75,338,8,3
19-08-2024,West,Product D,396,428,16,2.6
29-05-2024,South,Product B,542,9,4,2.7
19-09-2024,North,Product B,151,428,14,2
24-01-2024,East,Product B,343,94,19,4.1
07-07-2024,East,Product A,204,131,8,3.5
12-05-2024,South,Product B,740,156,19,3.2
19-02-2024,East,Product D,897,443,6,2.7
01-07-2024,East,Product C,718,213,11,3.5
26-01-2024,North,Product B,130,170,12,4.3
17-05-2024,South,Product A,-32,258,2,3.9
11-01-2024,North,Product A,840,64,13,4
22-10-2024,East,Product C,-30,-26,11,3.9
11-04-2024,East,Product D,-96,48,12,2.3
11-01-2024,East,Product B,889,48,15,3.3
21-04-2024,South,Product A,924,94,15,2.8
03-04-2024,West,Product B,50,198,8,2
16-09-2024,East,Product D,847,18,11,1
14-09-2024,East,Product A,629,-46,8,4
15-06-2024,West,Product D,754,217,12,1.7
27-07-2024,West,Product B,426,196,5,1.1
14-02-2024,South,Product C,-42,421,6,2.2
25-11-2024,West,Product C,929,140,13,1.9
23-07-2024,West,Product C,-51,424,14,4.3
24-12-2024,North,Product D,776,64,16,2.7
11-02-2024,West,Product D,932,495,6,2.7
11-10-2024,West,Product B,900,401,9,1.4
09-04-2024,South,Product A,755,400,8,4.3
21-12-2024,South,Product D,424,265,19,4.8
28-09-2024,North,Product C,611,494,17,2.6
06-01-2024,South,Product C,72,248,1,2.8
11-02-2024,North,Product D,263,223,14,1.2
21-12-2024,West,Product A,303,205,9,3.5
09-09-2024,West,Product B,346,182,16,2.9
16-03-2024,West,Product B,280,471,13,3
11-02-2024,East,Product A,-4,10,3,1.7
16-12-2024,South,Product B,565,235,15,1.1
24-09-2024,North,Product D,605,288,12,3.9
04-08-2024,South,Product A,454,78,16,4.2
04-03-2024,North,Product C,-95,450,18,2.8
27-06-2024,West,Product A,140,165,13,2.9
29-01-2024,North,Product C,940,420,17,1.8
01-10-2024,West,Product D,561,377,5,3.5
03-08-2024,North,Product B,375,129,17,2.3
18-12-2024,West,Product A,904,342,13,3.5
27-10-2024,East,Product A,491,482,8,3.1
23-02-2024,West,Product C,959,130,18,2.4
31-12-2024,South,Product B,152,82,19,4.4
20-03-2024,North,Product A,799,263,16,2.6
12-07-2024,West,Product A,993,389,18,2.5
18-07-2024,West,Product B,769,183,9,2.2
13-01-2024,West,Product A,-66,155,12,3.9
09-08-2024,West,Product A,-61,294,7,3.5
11-07-2024,East,Product B,697,20,3,5
22-11-2024,East,Product B,325,400,4,4
27-08-2024,North,Product D,326,476,17,2.7
26-09-2024,East,Product D,146,227,6,3.3
24-10-2024,South,Product B,814,438,13,2.6
08-04-2024,South,Product D,701,499,1,4.8
07-08-2024,South,Product A,862,68,9,3.1
27-11-2024,North,Product D,750,30,9,3.2
13-04-2024,North,Product D,249,394,3,4.1
05-03-2024,North,Product C,147,241,5,1.3
24-05-2024,South,Product A,404,171,3,5
07-02-2024,West,Product A,582,-48,11,2.8
28-01-2024,West,Product D,619,404,9,1.9
